order_id,customer_name,sku_id,order_quantity,order_date,promised_dispatch_date,actual_dispatch_date,status,warehouse_zone,delay_days,priority,delay_reason,estimated_delivery_km,delivery_cost,route_id,vehicle_type
ORD-10361,BigBasket,SKU-1293,99,2026-05-09,2026-05-12,,Cancelled,Z-A,0,Medium,,36,287.51,RT-04,LCV
ORD-10362,JioMart,SKU-1216,86,2026-04-19,2026-04-22,2026-04-29,Delayed,Z-C,7,Medium,Vehicle Breakdown,59,296.33,RT-09,LCV
ORD-10363,Ajio,SKU-1161,42,2026-04-17,2026-04-20,2026-04-24,Delayed,Z-H,4,Medium,Weather Disruption,79,434.26,RT-12,Mini Truck
ORD-10364,Mamaearth,SKU-1163,84,2026-04-27,2026-04-28,2026-04-28,Delivered,Z-D,0,Medium,,154,611.04,RT-07,LCV
ORD-10365,Flipkart,SKU-1170,44,2026-04-17,2026-04-19,2026-04-26,Delayed,Z-D,7,Medium,Stock Unavailable,477,1458.86,RT-03,Three Wheeler
ORD-10366,JioMart,SKU-1153,173,2026-04-14,2026-04-16,,Cancelled,Z-G,0,Medium,,221,771.97,RT-06,HCV
ORD-10367,JioMart,SKU-1200,23,2026-04-27,2026-04-30,2026-04-28,Delivered,Z-G,0,High,,72,310.85,RT-10,Mini Truck
ORD-10368,Urban Company,SKU-1234,172,2026-05-08,2026-05-13,2026-05-12,Delivered,Z-E,0,High,,112,384.53,RT-12,HCV
ORD-10369,Myntra,SKU-1004,97,2026-04-20,2026-04-25,2026-04-22,Delivered,Z-G,0,Medium,,352,1140.42,RT-01,LCV
ORD-10370,BigBasket,SKU-1182,126,2026-05-08,2026-05-09,2026-05-09,Delivered,Z-G,0,High,,326,1045.64,RT-04,HCV
ORD-10371,Flipkart,SKU-1060,66,2026-05-01,2026-05-05,2026-05-06,Dispatched,Z-C,1,Low,,386,1108.84,RT-12,LCV
ORD-10372,Reliance Retail,SKU-1237,171,2026-05-01,2026-05-04,,Pending,Z-H,9,Medium,Stock Unavailable,66,244.16,RT-02,HCV
ORD-10373,Meesho,SKU-1260,62,2026-05-13,2026-05-18,,Pending,Z-H,0,Medium,Zone Congestion,411,1225.72,RT-07,LCV
ORD-10374,Meesho,SKU-1222,81,2026-04-25,2026-04-27,2026-04-26,Delivered,Z-C,0,Medium,,421,1277.69,RT-07,LCV
ORD-10375,Lenskart,SKU-1274,140,2026-04-28,2026-04-29,,Pending,Z-B,14,High,Zone Congestion,97,508.0,RT-12,HCV
ORD-10376,Snapdeal,SKU-1002,147,2026-04-29,2026-05-02,2026-04-30,Delivered,Z-D,0,Low,,87,289.46,RT-05,HCV
ORD-10377,Flipkart,SKU-1043,36,2026-04-27,2026-04-30,2026-05-02,Dispatched,Z-C,2,Medium,,488,1434.54,RT-04,Three Wheeler
ORD-10378,Flipkart,SKU-1265,80,2026-04-22,2026-04-27,2026-04-27,Dispatched,Z-H,0,Low,,165,593.17,RT-06,LCV
ORD-10379,Mamaearth,SKU-1275,135,2026-05-07,2026-05-08,2026-05-09,Delayed,Z-D,1,High,Picker Shortage,158,659.02,RT-04,HCV
ORD-10380,DMart,SKU-1282,60,2026-04-25,2026-04-28,2026-04-28,Delivered,Z-G,0,High,,286,828.74,RT-07,LCV
ORD-10381,Snapdeal,SKU-1204,121,2026-05-11,2026-05-14,2026-05-20,Delayed,Z-C,6,High,Zone Congestion,327,1050.67,RT-11,HCV
ORD-10382,Myntra,SKU-1190,149,2026-04-22,2026-04-27,,Pending,Z-G,16,High,Loading Bay Bottleneck,408,1178.41,RT-01,HCV
ORD-10383,Mamaearth,SKU-1126,24,2026-05-05,2026-05-06,,Pending,Z-G,7,High,Loading Bay Bottleneck,332,902.24,RT-06,Three Wheeler
ORD-10384,DMart,SKU-1115,75,2026-05-13,2026-05-14,2026-05-14,Dispatched,Z-G,0,High,,405,1293.91,RT-03,LCV
ORD-10385,FirstCry,SKU-1156,155,2026-04-17,2026-04-21,2026-04-20,Delivered,Z-E,0,Low,,143,559.37,RT-01,HCV
ORD-10386,Snapdeal,SKU-1162,197,2026-05-01,2026-05-03,2026-05-05,Dispatched,Z-H,2,Low,,70,289.77,RT-11,HCV
ORD-10387,FirstCry,SKU-1079,173,2026-05-09,2026-05-11,2026-05-12,Dispatched,Z-A,1,Low,,332,1123.62,RT-12,HCV
ORD-10388,Nykaa,SKU-1214,185,2026-04-29,2026-05-01,2026-05-02,Dispatched,Z-H,1,Low,,151,496.46,RT-07,HCV
ORD-10389,FirstCry,SKU-1117,83,2026-04-23,2026-04-24,,Cancelled,Z-G,0,Medium,,437,1165.04,RT-02,LCV
ORD-10390,Reliance Retail,SKU-1122,28,2026-05-08,2026-05-13,2026-05-11,Delivered,Z-H,0,High,,497,1529.6,RT-11,Mini Truck
ORD-10391,Meesho,SKU-1254,136,2026-04-22,2026-04-27,2026-05-01,Delayed,Z-A,4,High,Stock Unavailable,370,1081.24,RT-09,HCV
ORD-10392,Blinkit,SKU-1125,194,2026-04-22,2026-04-27,2026-04-28,Delayed,Z-H,1,Medium,Vehicle Breakdown,94,303.78,RT-03,HCV
ORD-10393,FirstCry,SKU-1180,18,2026-04-30,2026-05-04,2026-05-03,Dispatched,Z-B,0,Medium,,472,1399.77,RT-09,Two Wheeler
ORD-10394,Urban Company,SKU-1153,128,2026-05-04,2026-05-07,2026-05-07,Delivered,Z-G,0,High,,477,1318.7,RT-11,HCV
ORD-10395,FirstCry,SKU-1018,123,2026-04-15,2026-04-20,2026-04-21,Delayed,Z-F,1,Medium,Route Blocked,173,557.09,RT-02,HCV
ORD-10396,Amazon India,SKU-1179,189,2026-05-08,2026-05-12,2026-05-09,Dispatched,Z-G,0,Medium,,106,336.19,RT-09,HCV
ORD-10397,DMart,SKU-1210,36,2026-04-14,2026-04-18,2026-04-17,Delivered,Z-D,0,Medium,,207,661.08,RT-06,Three Wheeler
ORD-10398,Snapdeal,SKU-1274,73,2026-05-10,2026-05-14,2026-05-18,Delayed,Z-C,4,High,Documentation Error,7,157.31,RT-12,LCV
ORD-10399,Myntra,SKU-1056,53,2026-05-04,2026-05-05,2026-05-05,Delivered,Z-F,0,High,,87,434.05,RT-08,LCV
ORD-10400,Pharmeasy,SKU-1060,112,2026-04-28,2026-05-03,,Pending,Z-C,10,Medium,Documentation Error,261,884.0,RT-12,HCV
ORD-10401,JioMart,SKU-1067,33,2026-04-13,2026-04-14,2026-04-16,Delayed,Z-C,2,Medium,Stock Unavailable,397,1213.61,RT-01,Three Wheeler
ORD-10402,Tata Cliq,SKU-1004,116,2026-04-28,2026-05-01,2026-04-29,Delivered,Z-G,0,High,,321,890.62,RT-09,HCV
ORD-10403,Snapdeal,SKU-1127,76,2026-04-19,2026-04-20,,Cancelled,Z-D,0,Low,,425,1219.79,RT-08,LCV
ORD-10404,BigBasket,SKU-1257,161,2026-05-08,2026-05-10,,Cancelled,Z-C,0,High,,66,248.07,RT-01,HCV
ORD-10405,Pharmeasy,SKU-1098,42,2026-04-30,2026-05-01,,Pending,Z-B,12,High,Documentation Error,213,713.74,RT-12,Mini Truck
ORD-10406,Nykaa,SKU-1172,114,2026-04-28,2026-04-29,,Pending,Z-A,14,Medium,Zone Congestion,142,495.89,RT-06,HCV
ORD-10407,Tata Cliq,SKU-1126,86,2026-04-15,2026-04-16,2026-04-16,Delivered,Z-A,0,Low,,386,1095.41,RT-05,LCV
ORD-10408,Meesho,SKU-1143,160,2026-05-10,2026-05-14,2026-05-14,Delivered,Z-F,0,Medium,,160,477.88,RT-11,HCV
ORD-10409,Amazon India,SKU-1282,38,2026-05-03,2026-05-06,2026-05-09,Delayed,Z-F,3,Medium,Weather Disruption,112,476.08,RT-02,Mini Truck
ORD-10410,DMart,SKU-1061,15,2026-04-25,2026-04-27,2026-04-27,Delivered,Z-B,0,High,,487,1404.14,RT-06,Three Wheeler
ORD-10411,Meesho,SKU-1103,141,2026-04-20,2026-04-22,2026-04-21,Delivered,Z-G,0,Low,,369,1035.63,RT-09,HCV
ORD-10412,Blinkit,SKU-1187,119,2026-04-23,2026-04-24,,Cancelled,Z-B,0,Medium,,219,728.44,RT-09,HCV
ORD-10413,Amazon India,SKU-1085,158,2026-05-05,2026-05-07,2026-05-06,Delivered,Z-D,0,Low,,422,1204.37,RT-11,HCV
ORD-10414,Lenskart,SKU-1262,24,2026-05-08,2026-05-12,2026-05-16,Delayed,Z-G,4,Medium,Weather Disruption,110,371.02,RT-03,Mini Truck
ORD-10415,Boat Lifestyle,SKU-1004,136,2026-04-29,2026-05-04,2026-05-09,Delayed,Z-E,5,High,Weather Disruption,367,1034.63,RT-02,HCV
ORD-10416,Snapdeal,SKU-1114,16,2026-04-26,2026-04-28,2026-04-27,Delivered,Z-E,0,High,,143,625.85,RT-01,Two Wheeler
ORD-10417,Myntra,SKU-1273,34,2026-05-13,2026-05-16,,Pending,Z-F,0,Medium,Zone Congestion,489,1448.87,RT-09,Three Wheeler
ORD-10418,DMart,SKU-1209,161,2026-05-04,2026-05-07,,Cancelled,Z-A,0,Medium,,117,525.12,RT-05,HCV
ORD-10419,Snapdeal,SKU-1131,9,2026-04-26,2026-05-01,2026-04-30,Delivered,Z-E,0,Low,,329,1023.59,RT-04,Three Wheeler
ORD-10420,Nykaa,SKU-1166,73,2026-05-07,2026-05-12,,Pending,Z-G,1,High,Route Blocked,123,539.95,RT-07,LCV
ORD-10421,Blinkit,SKU-1075,127,2026-05-11,2026-05-15,2026-05-13,Delivered,Z-C,0,High,,296,912.63,RT-12,HCV
ORD-10422,Snapdeal,SKU-1144,10,2026-05-04,2026-05-06,,Cancelled,Z-G,0,Low,,316,886.96,RT-03,Two Wheeler
ORD-10423,Tata Cliq,SKU-1125,121,2026-04-14,2026-04-18,2026-04-16,Delivered,Z-A,0,Low,,56,284.47,RT-01,HCV
ORD-10424,BigBasket,SKU-1006,200,2026-04-17,2026-04-18,2026-04-18,Delivered,Z-E,0,High,,485,1419.35,RT-01,HCV
ORD-10425,Amazon India,SKU-1054,143,2026-04-20,2026-04-23,,Cancelled,Z-B,0,High,,76,360.11,RT-10,HCV
ORD-10426,Ajio,SKU-1083,83,2026-05-03,2026-05-07,2026-05-04,Delivered,Z-E,0,Low,,283,788.27,RT-01,LCV
ORD-10427,BigBasket,SKU-1278,80,2026-05-10,2026-05-15,,Cancelled,Z-G,0,High,,5,290.54,RT-01,LCV
ORD-10428,Nykaa,SKU-1218,103,2026-05-09,2026-05-12,2026-05-14,Delayed,Z-G,2,Medium,Zone Congestion,256,732.39,RT-02,HCV
ORD-10429,Nykaa,SKU-1052,77,2026-05-02,2026-05-03,,Pending,Z-B,10,Medium,Zone Congestion,463,1218.34,RT-03,LCV
ORD-10430,Snapdeal,SKU-1219,140,2026-05-03,2026-05-08,2026-05-07,Delivered,Z-C,0,Low,,356,1015.39,RT-05,HCV
ORD-10431,Blinkit,SKU-1053,74,2026-04-14,2026-04-18,2026-04-21,Delayed,Z-B,3,High,Picker Shortage,168,506.95,RT-08,LCV
ORD-10432,Meesho,SKU-1034,33,2026-04-25,2026-04-29,,Cancelled,Z-E,0,High,,51,258.26,RT-03,Mini Truck
ORD-10433,JioMart,SKU-1180,86,2026-04-28,2026-05-02,,Pending,Z-G,11,Low,Loading Bay Bottleneck,75,438.04,RT-11,LCV
ORD-10434,Nykaa,SKU-1196,112,2026-04-26,2026-04-30,,Pending,Z-H,13,Low,Vehicle Breakdown,201,573.4,RT-12,HCV
ORD-10435,Tata Cliq,SKU-1269,152,2026-04-19,2026-04-21,2026-04-23,Delayed,Z-F,2,High,Stock Unavailable,190,664.59,RT-03,HCV
ORD-10436,BigBasket,SKU-1030,94,2026-05-02,2026-05-04,2026-05-03,Delivered,Z-G,0,High,,112,536.96,RT-01,LCV
ORD-10437,DMart,SKU-1060,183,2026-04-21,2026-04-23,2026-04-22,Dispatched,Z-G,0,Medium,,32,305.35,RT-11,HCV
ORD-10438,Boat Lifestyle,SKU-1037,127,2026-04-17,2026-04-22,,Cancelled,Z-A,0,High,,192,565.32,RT-04,HCV
ORD-10439,Reliance Retail,SKU-1006,150,2026-04-17,2026-04-21,2026-04-19,Delivered,Z-H,0,Low,,76,427.03,RT-12,HCV
ORD-10440,Urban Company,SKU-1240,110,2026-04-20,2026-04-23,2026-04-21,Dispatched,Z-E,0,High,,84,275.0,RT-11,HCV
ORD-10441,Flipkart,SKU-1088,133,2026-05-08,2026-05-09,2026-05-10,Dispatched,Z-H,1,Low,,369,1179.88,RT-10,HCV
ORD-10442,FirstCry,SKU-1156,186,2026-05-06,2026-05-10,,Cancelled,Z-E,0,High,,272,824.39,RT-03,HCV
ORD-10443,Myntra,SKU-1205,163,2026-05-12,2026-05-14,2026-05-13,Dispatched,Z-H,0,Medium,,165,625.67,RT-07,HCV
ORD-10444,JioMart,SKU-1084,18,2026-04-18,2026-04-21,,Pending,Z-D,22,Medium,Zone Congestion,58,214.45,RT-10,Three Wheeler
ORD-10445,Amazon India,SKU-1122,77,2026-05-08,2026-05-13,2026-05-10,Delivered,Z-A,0,Medium,,101,440.42,RT-11,LCV
ORD-10446,Flipkart,SKU-1123,73,2026-05-11,2026-05-16,,Pending,Z-H,0,High,Stock Unavailable,166,488.3,RT-05,LCV
ORD-10447,Amazon India,SKU-1182,197,2026-05-04,2026-05-08,,Pending,Z-F,5,Medium,Loading Bay Bottleneck,71,403.16,RT-02,HCV
ORD-10448,Swiggy Instamart,SKU-1208,194,2026-04-27,2026-04-28,,Pending,Z-C,15,High,Documentation Error,249,819.09,RT-01,HCV
ORD-10449,Urban Company,SKU-1082,43,2026-04-22,2026-04-26,2026-04-23,Delivered,Z-D,0,High,,418,1265.36,RT-03,Mini Truck
ORD-10450,FirstCry,SKU-1264,191,2026-04-24,2026-04-29,,Cancelled,Z-F,0,Medium,,407,1100.3,RT-05,HCV
ORD-10451,Blinkit,SKU-1220,15,2026-04-15,2026-04-19,2026-04-16,Delivered,Z-C,0,Low,,326,1113.6,RT-02,Two Wheeler
ORD-10452,DMart,SKU-1158,145,2026-04-16,2026-04-17,,Pending,Z-H,26,Medium,Picker Shortage,483,1331.4,RT-02,HCV
ORD-10453,Pharmeasy,SKU-1295,98,2026-05-02,2026-05-03,2026-05-03,Delivered,Z-E,0,Medium,,136,580.79,RT-08,LCV
ORD-10454,DMart,SKU-1063,150,2026-04-28,2026-04-29,2026-04-30,Dispatched,Z-G,1,Medium,,443,1312.42,RT-11,HCV
ORD-10455,DMart,SKU-1225,98,2026-04-27,2026-05-02,,Cancelled,Z-F,0,High,,354,1038.3,RT-08,LCV
ORD-10456,Pharmeasy,SKU-1021,163,2026-04-23,2026-04-24,2026-04-26,Delayed,Z-A,2,High,Weather Disruption,197,582.05,RT-07,HCV
ORD-10457,Reliance Retail,SKU-1114,104,2026-04-16,2026-04-20,2026-04-23,Delayed,Z-H,3,Medium,Route Blocked,60,221.46,RT-12,HCV
ORD-10458,BigBasket,SKU-1203,115,2026-05-07,2026-05-11,2026-05-10,Dispatched,Z-F,0,Low,,253,735.66,RT-12,HCV
ORD-10459,Meesho,SKU-1058,76,2026-04-29,2026-04-30,,Pending,Z-H,13,High,Vehicle Breakdown,168,612.05,RT-10,LCV
ORD-10460,JioMart,SKU-1031,97,2026-04-18,2026-04-22,,Cancelled,Z-D,0,High,,113,549.51,RT-11,LCV
ORD-10461,Tata Cliq,SKU-1138,69,2026-04-23,2026-04-25,2026-04-24,Delivered,Z-E,0,Medium,,46,239.58,RT-12,LCV
ORD-10462,Ajio,SKU-1214,139,2026-05-07,2026-05-10,2026-05-08,Delivered,Z-B,0,Medium,,180,740.84,RT-05,HCV
ORD-10463,Snapdeal,SKU-1101,94,2026-04-13,2026-04-17,,Pending,Z-C,26,Low,Documentation Error,186,743.15,RT-10,LCV
ORD-10464,JioMart,SKU-1005,148,2026-04-18,2026-04-23,2026-04-23,Delivered,Z-C,0,Medium,,345,1159.09,RT-12,HCV
ORD-10465,Swiggy Instamart,SKU-1007,43,2026-04-15,2026-04-19,,Cancelled,Z-H,0,Medium,,63,405.5,RT-11,Three Wheeler
ORD-10466,Pharmeasy,SKU-1266,189,2026-05-13,2026-05-17,,Cancelled,Z-C,0,Low,,235,797.23,RT-10,HCV
ORD-10467,BigBasket,SKU-1018,60,2026-04-20,2026-04-22,2026-04-22,Dispatched,Z-G,0,High,,183,559.94,RT-04,LCV
ORD-10468,Boat Lifestyle,SKU-1007,99,2026-04-17,2026-04-20,2026-04-19,Delivered,Z-B,0,Low,,260,862.23,RT-08,LCV
ORD-10469,Tata Cliq,SKU-1210,95,2026-05-02,2026-05-07,2026-05-09,Dispatched,Z-F,2,High,,479,1291.45,RT-07,LCV
ORD-10470,Blinkit,SKU-1090,146,2026-04-24,2026-04-26,,Pending,Z-G,17,Medium,Documentation Error,329,943.31,RT-10,HCV
ORD-10471,BigBasket,SKU-1044,31,2026-05-11,2026-05-12,,Pending,Z-G,1,High,Route Blocked,388,1207.93,RT-09,Mini Truck
ORD-10472,Ajio,SKU-1257,153,2026-04-18,2026-04-19,2026-04-26,Delayed,Z-G,7,High,Route Blocked,287,862.77,RT-04,HCV
ORD-10473,Meesho,SKU-1063,94,2026-04-13,2026-04-17,2026-04-19,Dispatched,Z-G,2,High,,486,1358.66,RT-04,LCV
ORD-10474,FirstCry,SKU-1145,73,2026-04-15,2026-04-18,2026-04-19,Dispatched,Z-D,1,High,,465,1439.76,RT-01,LCV
ORD-10475,Amazon India,SKU-1013,44,2026-04-18,2026-04-21,2026-04-26,Delayed,Z-F,5,High,Documentation Error,128,508.93,RT-07,Mini Truck
ORD-10476,Mamaearth,SKU-1201,18,2026-04-18,2026-04-23,2026-04-24,Dispatched,Z-G,1,Low,,93,383.28,RT-06,Two Wheeler
ORD-10477,Tata Cliq,SKU-1118,30,2026-04-21,2026-04-23,,Pending,Z-G,20,Low,Weather Disruption,433,1270.73,RT-06,Mini Truck
ORD-10478,Reliance Retail,SKU-1047,11,2026-04-30,2026-05-01,,Pending,Z-C,12,High,Zone Congestion,297,888.1,RT-12,Two Wheeler
ORD-10479,Ajio,SKU-1183,52,2026-05-06,2026-05-08,2026-05-07,Delivered,Z-G,0,Medium,,342,917.94,RT-02,LCV
ORD-10480,DMart,SKU-1011,168,2026-04-25,2026-04-26,2026-04-26,Delivered,Z-B,0,High,,149,488.0,RT-03,HCV
ORD-10481,Reliance Retail,SKU-1039,131,2026-04-16,2026-04-19,,Cancelled,Z-D,0,Medium,,56,312.76,RT-01,HCV
ORD-10482,Tata Cliq,SKU-1037,129,2026-04-13,2026-04-14,2026-04-14,Delivered,Z-G,0,Medium,,329,1099.58,RT-03,HCV
ORD-10483,Snapdeal,SKU-1152,7,2026-04-15,2026-04-17,2026-04-23,Delayed,Z-A,6,High,Loading Bay Bottleneck,252,928.73,RT-10,Two Wheeler
ORD-10484,Snapdeal,SKU-1267,194,2026-05-05,2026-05-06,2026-05-06,Delivered,Z-A,0,Low,,267,907.74,RT-04,HCV
ORD-10485,Blinkit,SKU-1058,60,2026-05-13,2026-05-16,2026-05-14,Delivered,Z-C,0,Medium,,145,532.89,RT-02,LCV
ORD-10486,Blinkit,SKU-1282,171,2026-05-04,2026-05-08,2026-05-12,Delayed,Z-G,4,High,Vehicle Breakdown,133,425.74,RT-11,HCV
ORD-10487,Pharmeasy,SKU-1201,31,2026-04-25,2026-04-30,2026-05-02,Dispatched,Z-D,2,Low,,254,793.37,RT-08,Three Wheeler
ORD-10488,Mamaearth,SKU-1139,86,2026-04-24,2026-04-25,,Pending,Z-G,18,High,Loading Bay Bottleneck,196,764.47,RT-02,LCV
ORD-10489,Ajio,SKU-1085,13,2026-04-13,2026-04-18,2026-04-17,Delivered,Z-E,0,Low,,428,1339.31,RT-09,Three Wheeler
ORD-10490,JioMart,SKU-1015,34,2026-05-08,2026-05-11,2026-05-10,Dispatched,Z-F,0,High,,42,208.8,RT-06,Three Wheeler
ORD-10491,DMart,SKU-1160,36,2026-05-13,2026-05-16,2026-05-22,Delayed,Z-F,6,High,Loading Bay Bottleneck,465,1270.66,RT-02,Three Wheeler
ORD-10492,Urban Company,SKU-1108,139,2026-05-07,2026-05-08,,Pending,Z-B,5,Low,Documentation Error,354,1124.05,RT-06,HCV
ORD-10493,Swiggy Instamart,SKU-1101,55,2026-05-12,2026-05-16,,Pending,Z-E,0,Medium,Zone Congestion,68,333.2,RT-10,LCV
ORD-10494,Swiggy Instamart,SKU-1196,65,2026-04-25,2026-04-26,2026-04-26,Delivered,Z-H,0,Medium,,72,440.41,RT-07,LCV
ORD-10495,Flipkart,SKU-1273,140,2026-05-12,2026-05-15,,Pending,Z-B,0,Medium,Zone Congestion,429,1323.13,RT-12,HCV
ORD-10496,Urban Company,SKU-1140,86,2026-04-19,2026-04-22,2026-04-24,Dispatched,Z-F,2,Medium,,318,856.77,RT-05,LCV
ORD-10497,Ajio,SKU-1252,169,2026-04-13,2026-04-14,2026-04-19,Delayed,Z-B,5,High,Stock Unavailable,427,1120.1,RT-02,HCV
ORD-10498,Swiggy Instamart,SKU-1223,62,2026-05-08,2026-05-09,2026-05-09,Delivered,Z-A,0,Low,,449,1185.62,RT-01,LCV
ORD-10499,BigBasket,SKU-1024,82,2026-05-11,2026-05-14,2026-05-16,Dispatched,Z-G,2,Medium,,362,997.58,RT-03,LCV
